player_name,team,season,Primary_Position,minutes_played,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_misc_Fld,Performance_misc_Off,Gls90,Ast90,G_minus_PK90,G_plus_A_minus_PK90,Fld90,Off90,Crosses90,PCA_raw,Offensive_Score,Rank
Santi Comesaña,Villarreal,2025-2026,MF,2407,3,6,9,3,28,1,0.11217282924802659,0.22434565849605317,0.11217282924802659,0.3365184877440798,1.0469464063149148,0.03739094308267553,0.44869131699210635,-0.22785817877331946,45.16129032258064,103
Alberto Reina,Oviedo,2025-2026,MF,2462,4,1,5,4,46,2,0.1462225832656377,0.036555645816409424,0.1462225832656377,0.18277822908204713,1.6815597075548336,0.07311129163281885,1.90089358245329,-0.2454462022801259,44.623655913978496,104
Juanlu Sánchez,Sevilla,2025-2026,MF,1990,0,3,3,0,42,4,0.0,0.135678391959799,0.0,0.135678391959799,1.899497487437186,0.18090452261306533,2.6683417085427137,-0.2621988704027071,44.086021505376344,105
Unai López,Rayo Vallecano,2025-2026,MF,1612,0,4,4,0,14,1,0.0,0.22332506203473945,0.0,0.22332506203473945,0.781637717121588,0.05583126550868486,3.4615384615384617,-0.2994586055222085,43.54838709677419,106
Franco Mastantuono,Real Madrid,2025-2026,MF,1037,1,0,1,1,30,1,0.08678881388621022,0.0,0.08678881388621022,0.08678881388621022,2.6036644165863065,0.08678881388621022,2.690453230472517,-0.31764177107420943,43.01075268817204,107
Javi Puado,Espanyol,2025-2026,MF,674,2,0,2,1,7,0,0.26706231454005935,0.0,0.13353115727002968,0.13353115727002968,0.9347181008902077,0.0,2.8041543026706233,-0.3224036921615169,42.473118279569896,108
Baptiste Santamaria,Valencia,2025-2026,MF,754,1,1,2,1,10,1,0.11936339522546419,0.11936339522546419,0.11936339522546419,0.23872679045092837,1.1936339522546418,0.11936339522546419,0.35809018567639256,-0.34508252132271494,41.935483870967744,109
Álvaro Fidalgo,Real Betis,2025-2026,MF,542,1,0,1,1,6,1,0.16605166051660517,0.0,0.16605166051660517,0.16605166051660517,0.996309963099631,0.16605166051660517,0.996309963099631,-0.34731572877363004,41.39784946236559,110
Mauro Arambarri,Getafe,2025-2026,MF,3249,6,2,8,4,67,4,0.16620498614958448,0.055401662049861494,0.11080332409972299,0.16620498614958448,1.85595567867036,0.11080332409972299,0.5263157894736842,-0.3611600135271252,40.86021505376344,111
Denis Suárez,Alavés,2025-2026,MF,1406,1,2,3,1,26,0,0.06401137980085349,0.12802275960170698,0.06401137980085349,0.19203413940256045,1.6642958748221908,0.0,2.624466571834993,-0.3641414101022714,40.32258064516129,112
