player_name,team,league,season,position_group,age,minutes_played,matches_played,contract_years_left,age_squared,assists_p90,crosses_p90,foot,fouls_committed_p90,fouls_drawn_p90,goals_p90,height_cm,interceptions_p90,penalties_scored,starts_ratio,tackles_p90,team_points,team_position,xa_p90,xg_p90,yellow_cards_p90,market_value_eur,pred_general_eur,residuo_general,pred_scouting_eur,residuo_scouting
Adam Dźwigała,St Pauli,GER,2025-2026,Defensa,29.0,1288,19.0,0.999315537303217,841.0,0.06987577639751552,0.13975155279503104,right,1.3975155279503106,0.4192546583850932,0.06987577639751552,185.0,1.746894409937888,0.0,0.7368421052631579,1.8866459627329193,26,18,,,0.34937888198757766,800000.0,1900861.960461702,0.42086170202789863,6499302.391715329,0.12309013364569114
Kareem Tunde,Levante,ESP,2025-2026,Centrocampista,19.0,1133,21.0,4.0,361.0,0.0794351279788173,0.8737864077669902,left,1.2709620476610768,1.9064430714916154,0.0,177.0,1.1120917917034423,0.0,0.8095238095238095,0.8737864077669902,42,18,0.05020043787210259,0.10282565749990973,0.23830538393645193,2000000.0,7624225.403258874,0.2623217303026123,15633679.32734381,0.1279289384234673
Alan Matturro,Levante,ESP,2025-2026,Defensa,20.0,947,19.0,5.084188911704312,400.0,0.09503695881731784,0.0,left,0.6652587117212249,0.9503695881731785,0.09503695881731784,189.0,0.5702217529039071,0.0,0.5263157894736842,1.2354804646251318,42,18,0.11392931512890359,0.08904640447769271,0.0,4000000.0,6937102.398122113,0.5766096232171529,29958720.077949557,0.1335170524505855
Patrick Mainka,Heidenheim,GER,2025-2026,Defensa,30.0,3060,34.0,3.0006844626967832,900.0,0.058823529411764705,0.0,right,0.29411764705882354,0.5882352941176471,0.058823529411764705,194.0,1.0588235294117647,0.0,1.0,0.8823529411764706,26,17,0.05207000289331464,0.08906485923730276,0.029411764705882353,2500000.0,2722835.260204842,0.9181605793557713,18205629.30136766,0.1373201639238141
Lucas Ahijado,Oviedo,ESP,2025-2026,Defensa,30.0,1098,20.0,,900.0,0.08196721311475409,1.3114754098360655,right,1.1475409836065575,0.2459016393442623,0.0,174.0,1.3934426229508197,0.0,0.55,2.377049180327869,29,20,0.11136388742044324,0.09194357626017977,0.2459016393442623,600000.0,1159368.3902575034,0.5175231660979959,4367400.36947114,0.137381496826831
Timothée Kolodziejczak,Paris FC,FRA,2025-2026,Defensa,33.0,662,11.0,,1089.0,0.0,0.0,left,1.0876132930513596,0.13595166163141995,0.0,183.0,0.9516616314199396,0.0,0.6363636363636364,0.8157099697885197,76,1,0.004994855360817333,0.005825311283150468,0.2719033232628399,150000.0,1673940.7676943478,0.08960890546121711,1087802.7618191198,0.13789264493974696
Sambou Soumano,Lorient,FRA,2025-2026,Delantero,24.0,941,31.0,4.0,576.0,0.19128586609989373,0.0,right,1.5302869287991498,1.7215727948990438,0.38257173219978746,182.0,0.38257173219978746,0.0,0.25806451612903225,0.38257173219978746,45,9,0.17280296437386877,0.6510714391260294,0.19128586609989373,3500000.0,4566580.608420331,0.7664378010860774,25279288.710463427,0.1384532626723514
Kervin Arriaga,Levante,ESP,2025-2026,Centrocampista,27.0,1532,27.0,4.0,729.0,0.1762402088772846,0.29373368146214096,right,1.2924281984334205,1.2924281984334205,0.1762402088772846,191.0,0.8224543080939948,0.0,0.5925925925925926,1.5274151436031334,42,18,0.06827777136097767,0.06408340196117915,0.4699738903394256,2000000.0,3677151.9740296984,0.5438991953895912,14304411.199698642,0.13981700973767694
Terry Yegbe,Metz,FRA,2025-2026,Defensa,24.0,1963,24.0,4.0,576.0,0.04584819154355578,0.22924095771777891,left,0.87111563932756,0.36678553234844624,0.0,195.0,1.0086602139582272,0.0,0.9166666666666666,0.32093734080489045,17,18,0.02017007412894672,0.058835747429244196,0.13754457463066735,3000000.0,3449832.5658649434,0.8696074208598117,20847448.204451174,0.14390250406567576
Francesco Folino,Cremonese,ITA,2025-2026,Defensa,23.0,722,18.0,0.0,529.0,0.0,0.12465373961218837,right,1.371191135734072,1.1218836565096955,0.12465373961218837,192.0,0.24930747922437674,0.0,0.3888888888888889,0.4986149584487535,34,18,0.0020034747698713207,0.04587001943769878,0.12465373961218837,800000.0,2778502.7955514425,0.2879248497719168,5546649.050875793,0.14423122729816182
Corrie Ndaba,Lecce,ITA,2025-2026,Defensa,25.0,543,14.0,2.001368925393566,625.0,0.0,0.6629834254143646,left,0.3314917127071823,0.0,0.0,188.0,0.49723756906077343,0.0,0.42857142857142855,0.6629834254143646,38,17,0.008489843869571528,0.021444308000374893,0.0,900000.0,2255085.3190286895,0.39909798197242846,6097507.4063761765,0.14760129672968794
Domingos Duarte,Getafe,ESP,2025-2026,Defensa,30.0,2923,34.0,,900.0,0.030790283954840916,0.0,,0.9852890865549093,0.738966814916182,0.030790283954840916,,1.0160793705097504,0.0,1.0,0.5542251111871366,51,7,0.027963263984722427,0.025568239963089323,0.3386931235032501,800000.0,3954369.146259231,0.20230787020902866,5238783.045009787,0.1527072209569819
Lamine Sy,Auxerre,FRA,2025-2026,Defensa,22.0,1536,24.0,4.0,484.0,0.0,2.75390625,right,1.40625,0.8203125,0.0,171.0,1.5234375,0.0,0.7083333333333334,1.69921875,34,15,0.08601240388088627,0.06241678089281777,0.05859375,2500000.0,6470658.301535908,0.3863594527015261,15846297.431516422,0.15776556074403816
Domagoj Bradarić,Hellas Verona,ITA,2025-2026,Centrocampista,25.0,1966,29.0,2.001368925393566,625.0,0.04577822990844354,4.944048830111902,left,0.3662258392675483,0.4577822990844354,0.0,178.0,0.41200406917599186,0.0,0.7931034482758621,0.9155645981688708,21,19,0.13708615666094293,0.02759776984380287,0.09155645981688708,1500000.0,3482333.4763761354,0.43074565091938405,9281190.69765749,0.1616171942656657
Aaron Zehnter,Wolfsburg,GER,2025-2026,Defensa,20.0,1456,20.0,4.0,400.0,0.0,2.2252747252747254,left,0.12362637362637363,0.0,0.12362637362637363,180.0,0.989010989010989,0.0,0.85,0.6181318681318682,29,16,0.06514423503796314,0.11185832578141325,0.0,5000000.0,10966538.357544996,0.4559323860441332,28416839.658772137,0.17595200803607045
David López,Mallorca,ESP,2025-2026,Defensa,22.0,837,14.0,0.999315537303217,484.0,0.0,0.0,right,1.3978494623655913,0.4301075268817204,0.0,185.0,0.967741935483871,0.0,0.6428571428571429,0.7526881720430108,42,17,0.0,0.07037057030585504,0.2150537634408602,600000.0,2432686.702596575,0.24664088448363633,3401515.218692949,0.17639197869899675
Pontus Almqvist,Parma,ITA,2025-2026,Centrocampista,26.0,457,13.0,0.999315537303217,676.0,0.19693654266958424,1.3785557986870898,left,1.1816192560175054,2.7571115973741795,0.0,183.0,1.1816192560175054,0.0,0.3076923076923077,1.1816192560175054,45,12,0.3583362310537885,0.06646690894268796,0.0,1800000.0,5899941.133841344,0.30508778971970063,10057831.799693525,0.1789650131209043
Warren Kamanzi,Toulouse,FRA,2025-2026,Centrocampista,24.0,870,24.0,3.5044490075290895,576.0,0.10344827586206896,1.2413793103448276,right,0.8275862068965517,0.8275862068965517,0.10344827586206896,177.0,0.7241379310344828,0.0,0.2916666666666667,1.1379310344827587,44,10,0.05756824380107995,0.15565065647764453,0.10344827586206896,1200000.0,3709716.010813517,0.3234748957877365,6664642.089808726,0.1800546801807987
Kevin Diks,Gladbach,GER,2025-2026,Defensa,28.0,2464,30.0,4.0,784.0,0.0,0.18262987012987011,right,0.5478896103896104,0.8035714285714285,0.18262987012987011,186.0,0.8766233766233766,4.0,0.9333333333333333,1.0957792207792207,38,12,0.025719352612308188,0.15284127715291673,0.21915584415584416,5000000.0,8062235.443859811,0.6201753886768457,27612117.26551836,0.1810799205261935
Budu Zivzivadze,Heidenheim,GER,2025-2026,Delantero,31.0,1142,20.0,3.0006844626967832,961.0,0.0,0.47285464098073554,both,1.182136602451839,1.0245183887915936,0.47285464098073554,189.0,0.0788091068301226,0.0,0.7,0.7880910683012259,26,17,0.07160881537480863,0.4586671275166622,0.1576182136602452,1200000.0,1579640.9892894286,0.759666283754638,6490342.049614717,0.18489010145023635
Maxime Colin,Metz,FRA,2025-2026,Defensa,33.0,1692,22.0,0.999315537303217,1089.0,0.0,0.6382978723404256,right,0.5319148936170213,0.3723404255319149,0.0,180.0,1.2765957446808511,0.0,0.8181818181818182,1.595744680851064,17,18,0.01151473637908063,0.012345176507183845,0.05319148936170213,250000.0,595720.9080048751,0.4196596034160918,1332525.1929636705,0.18761371366193444
Bakery Jatta,Hamburger SV,GER,2025-2026,Centrocampista,27.0,911,15.0,3.0006844626967832,729.0,0.09879253567508232,1.8770581778265643,right,1.2843029637760703,0.4939626783754117,0.09879253567508232,184.0,0.7903402854006586,0.0,0.8,1.0867178924259056,38,13,0.029298228740234144,0.15287366670144376,0.09879253567508232,1000000.0,2795417.734596873,0.3577282878418205,5294776.760980854,0.188865375282555
Raúl Moro,Osasuna,ESP,2025-2026,Centrocampista,22.0,625,14.0,4.999315537303217,484.0,0.28800000000000003,4.032,right,0.28800000000000003,0.8639999999999999,0.0,169.0,0.14400000000000002,0.0,0.5,0.0,42,16,0.24549386483430863,0.0333067282140255,0.0,3500000.0,9381462.61645047,0.3730761548697878,18320764.048236977,0.1910400674767059
Giorgi Abuashvili,Metz,FRA,2025-2026,Centrocampista,22.0,698,23.0,0.999315537303217,484.0,0.0,4.899713467048711,right,1.0315186246418337,1.4183381088825215,0.25787965616045844,175.0,0.6446991404011462,0.0,0.2608695652173913,1.0315186246418337,17,18,0.07416182269681149,0.15257708142567586,0.12893982808022922,1000000.0,1537010.8250637725,0.650613504923434,5225758.578141807,0.19135977773308913
Dermane Karim,Lorient,FRA,2025-2026,Centrocampista,21.0,1365,30.0,3.0006844626967832,441.0,0.13186813186813187,1.120879120879121,right,1.3846153846153846,2.571428571428571,0.06593406593406594,178.0,0.6593406593406593,0.0,0.5,1.120879120879121,45,9,0.16331418603658676,0.08963615627406718,0.1978021978021978,2500000.0,9122096.947219897,0.2740597928814947,13057976.4694,0.19145386008762447
Fodé Doucouré,Le Havre,FRA,2025-2026,Centrocampista,24.0,1239,26.0,3.0006844626967832,576.0,0.07263922518159806,5.665859564164649,right,1.0169491525423728,0.29055690072639223,0.2179176755447942,172.0,0.6537530266343826,0.0,0.5769230769230769,1.8886198547215496,35,14,0.1823027823887062,0.18775212749856868,0.14527845036319612,2000000.0,4434629.365450212,0.4509959762549302,10317682.263893936,0.1938419839694881
Lars Ritzka,St Pauli,GER,2025-2026,Centrocampista,27.0,966,21.0,,729.0,0.0,1.6770186335403727,left,0.9316770186335404,0.2795031055900621,0.0,185.0,1.2111801242236024,0.0,0.5714285714285714,2.422360248447205,26,18,0.08157521584620757,0.021031512907758263,0.09316770186335405,1000000.0,1489076.2263082725,0.671557293261747,5057021.285275664,0.19774486670872077
Mohamed Bamba,Lorient,FRA,2025-2026,Delantero,23.0,682,18.0,2.001368925393566,529.0,0.26392961876832843,0.3958944281524927,right,2.2434017595307916,1.0557184750733137,0.13196480938416422,185.0,0.26392961876832843,0.0,0.3888888888888889,0.26392961876832843,45,9,0.21549140755906482,0.3796024895286805,0.3958944281524927,2000000.0,4572424.5595374955,0.43740470158840666,10049983.552314641,0.1990053008135893
Fodé Ballo-Touré,Metz,FRA,2025-2026,Defensa,28.0,836,13.0,,784.0,0.0,1.7224880382775118,left,1.3995215311004785,1.937799043062201,0.0,182.0,0.5382775119617225,0.0,0.8461538461538461,1.7224880382775118,17,18,,,0.21531100478468898,900000.0,1493193.1581696249,0.6027351485478486,4430877.034130736,0.20312005796309915
Victor Parada,Alavés,ESP,2025-2026,Defensa,23.0,2146,30.0,4.0,529.0,0.12581547064305684,1.3000931966449207,left,1.2162162162162162,0.6290773532152842,0.0,185.0,0.3774464119291705,0.0,0.8333333333333334,0.587138863000932,43,14,0.09967521375057331,0.07821768255364445,0.3774464119291705,4000000.0,6748002.202151298,0.5927680341782905,19636528.860231366,0.20370198971881176
Zaid Romero,Getafe,ESP,2025-2026,Defensa,25.0,1349,15.0,4.0,625.0,0.0,0.26686434395848774,left,0.7338769458858414,0.8005930318754633,0.06671608598962193,192.0,1.8680504077094142,0.0,1.0,1.5344699777613044,51,7,0.006022931658576558,0.06706681924066427,0.3335804299481097,2500000.0,10857252.59352189,0.2302608305798886,12167291.316538623,0.2054689030583025
William Mikelbrencis,Hamburger SV,GER,2025-2026,Centrocampista,21.0,1372,26.0,,441.0,0.26239067055393583,3.542274052478134,right,1.1807580174927115,0.3279883381924198,0.0,179.0,0.3935860058309038,0.0,0.5769230769230769,1.4431486880466473,38,13,0.18476849873943946,0.09632153902881652,0.1967930029154519,3000000.0,6061414.466675778,0.4949339822401669,14549493.502004482,0.20619274475683227
Kwon Hyeokkyu,Nantes,FRA,2025-2026,Centrocampista,24.0,753,12.0,,576.0,0.0,0.1195219123505976,right,1.3147410358565736,1.1952191235059761,0.0,192.0,0.7171314741035857,0.0,0.75,0.7171314741035857,23,17,,,0.2390438247011952,1000000.0,2283490.9188618474,0.43792598067279664,4793521.427863902,0.20861490139319597
Paco Cortés,Levante,ESP,2025-2026,Centrocampista,17.0,472,12.0,2.001368925393566,289.0,0.0,3.813559322033898,right,1.1440677966101696,1.1440677966101696,0.0,178.0,0.3813559322033898,0.0,0.3333333333333333,0.1906779661016949,42,18,0.19417523919462654,0.10246743333636452,0.3813559322033898,1500000.0,4873529.717833562,0.3077851345629626,7140391.666226723,0.21007251004098795
Sergio Camello,Rayo Vallecano,ESP,2025-2026,Delantero,24.0,823,22.0,0.999315537303217,576.0,0.10935601458080194,0.32806804374240583,right,0.8748481166464155,1.5309842041312272,0.5467800729040098,182.0,0.43742405832320774,0.0,0.36363636363636365,0.8748481166464155,50,8,0.1740559058112261,0.42501556688188635,0.32806804374240583,3000000.0,4845347.616080847,0.6191506240013686,14115756.694041964,0.2125284577387376
Ángel Pérez,Alavés,ESP,2025-2026,Centrocampista,22.0,1288,16.0,4.0,484.0,0.2096273291925466,5.9394409937888195,right,1.1180124223602483,1.187888198757764,0.06987577639751552,183.0,0.6288819875776398,0.0,0.875,0.9083850931677019,43,14,0.14452593091597654,0.08441217657271194,0.2795031055900621,3000000.0,7172925.182265419,0.4182394105290964,14110167.341199357,0.2126126450138189
Heorhii Tsitaishvili,Metz,FRA,2025-2026,Centrocampista,24.0,2449,33.0,3.0006844626967832,576.0,0.07349938750510412,5.87995100040833,left,0.8452429563086974,1.3229889750918744,0.11024908125765619,171.0,0.5144957125357289,0.0,0.8484848484848485,0.44099632503062475,17,18,,,0.11024908125765619,3000000.0,4072287.627631868,0.7366866671312634,13868964.106549155,0.2163103153885408
